254	190	75	0	0	75	198	255	184	5	44	156	159	68	37	236	87	64	252	255	255	229	82	110	87	151	255	255	255	255	195	19	235	244	255	255	255	255	247	8	255	255	255	255	255	255	247	15	255	255	255	255	255	255	187	88	255	255	255	255	255	231	33	159	255	255	255	255	252	80	95	253	255	255	255	252	144	41	239	255	255	255	254	130	17	199	255	255	255	254	182	20	177	254	255	255	255	179	4	154	255	255	253	206	202	28	149	252	255	255	247	8	14	41	158	159	159	159	154	5	0	0	0	0	0	0	0	0	
255	242	137	154	141	69	144	254	250	109	224	255	255	224	29	155	160	122	255	255	255	255	121	35	90	81	253	255	255	255	156	0	90	3	231	255	255	255	156	0	189	128	250	255	255	255	84	73	255	255	255	255	255	224	29	155	255	255	255	255	253	108	53	254	255	255	255	255	207	32	224	255	255	255	255	234	107	227	255	255	255	255	245	107	234	255	255	255	255	251	116	218	255	255	255	215	254	121	160	255	255	255	255	86	155	96	250	255	255	255	233	90	35	89	99	99	99	99	34	90	0	0	0	0	0	0	0	90	
255	231	91	0	8	143	247	255	245	48	68	107	40	0	112	253	184	109	253	255	211	15	0	233	148	248	255	255	255	139	0	166	231	255	255	255	255	217	0	157	255	255	255	255	255	217	0	198	255	255	255	255	255	189	20	241	255	255	255	255	255	126	107	255	255	255	255	255	241	53	218	255	255	255	255	255	141	132	255	255	255	255	255	215	73	247	255	255	255	255	255	127	225	255	255	255	255	255	158	193	255	255	255	255	255	200	155	255	255	255	254	142	230	43	104	107	107	107	88	95	66	0	0	0	0	0	0	186	
220	101	18	0	4	109	249	255	78	0	28	53	22	0	93	255	89	152	239	255	231	41	3	207	242	255	255	255	255	191	0	142	255	255	255	255	255	204	0	142	255	255	255	255	255	181	0	165	255	255	255	255	255	89	6	222	255	255	255	255	233	6	65	255	255	255	255	251	80	5	188	255	255	255	255	135	0	137	255	255	255	255	187	4	83	254	255	255	255	224	22	40	238	255	255	255	247	58	10	209	255	255	255	255	83	11	163	255	255	255	255	255	0	18	53	53	53	53	53	53	0	0	0	0	0	0	0	0	
255	202	63	0	0	128	242	255	233	34	1	27	19	0	91	251	100	0	142	255	234	86	0	225	32	63	253	255	255	203	0	157	168	184	255	255	255	228	0	157	255	255	255	255	255	117	13	233	255	255	253	146	67	4	135	255	255	255	242	4	4	4	153	253	255	255	250	195	195	88	1	164	255	255	255	255	255	252	54	41	253	253	255	255	255	255	135	0	70	130	255	255	255	255	135	0	32	31	246	255	255	253	63	32	126	0	142	255	255	142	0	126	233	34	1	27	27	1	34	233	255	223	71	0	0	99	223	255	
245	155	88	0	14	122	247	255	118	34	120	167	152	32	111	254	183	233	255	255	255	212	11	225	255	255	255	255	255	252	59	172	255	255	255	255	255	255	67	172	255	255	255	255	255	220	34	225	255	255	255	255	213	55	80	254	255	255	255	58	15	11	202	255	255	255	255	157	143	50	48	198	255	255	255	255	255	246	63	90	255	255	255	255	255	255	220	20	255	255	255	255	255	255	238	1	255	255	255	255	255	255	192	11	199	251	255	255	255	231	83	108	0	52	156	167	152	32	41	236	188	111	46	0	0	88	206	255	
255	197	106	155	117	119	242	255	218	80	250	255	255	89	83	254	94	55	250	255	255	198	6	204	94	3	231	255	255	230	0	172	218	178	253	255	255	230	3	187	255	255	255	255	255	159	48	254	255	255	255	255	201	44	165	255	255	255	233	147	66	116	247	255	255	255	255	255	249	159	53	239	255	255	255	255	255	250	59	140	255	255	255	255	255	255	152	35	190	212	255	255	255	255	156	0	35	71	255	255	255	255	156	17	4	102	255	255	255	253	81	122	151	143	255	255	255	215	28	222	254	157	152	155	141	117	225	255	
255	240	88	0	0	88	222	255	248	81	70	107	66	3	62	248	151	146	253	255	253	113	0	173	234	252	255	255	255	220	0	172	255	255	255	255	255	230	11	229	255	255	255	255	255	188	148	254	255	255	255	255	237	112	250	255	255	255	228	152	27	1	56	239	255	255	228	209	107	9	0	105	255	255	255	255	254	201	16	33	255	255	255	255	255	255	75	0	255	255	255	255	255	255	156	0	255	255	255	255	255	255	145	90	252	252	255	255	255	245	50	201	50	42	129	215	201	72	154	254	103	0	0	0	82	185	255	255	
219	102	26	0	0	79	205	255	80	0	28	67	58	0	18	213	97	159	240	255	251	138	0	105	245	255	255	255	255	241	3	75	255	255	255	255	255	241	3	85	255	255	255	255	255	142	3	180	255	255	241	156	119	14	121	255	255	255	219	0	0	48	222	255	255	255	242	164	152	35	17	208	255	255	255	255	255	219	21	60	255	255	255	255	255	255	75	0	255	255	255	255	255	255	75	0	245	255	255	255	255	242	15	35	50	195	247	255	244	115	0	112	5	0	47	67	39	0	58	245	185	89	1	0	12	114	230	255	
255	255	255	255	252	74	96	255	255	255	255	255	176	0	96	255	255	255	255	242	43	0	96	255	255	255	255	167	1	10	96	255	255	255	250	22	73	59	96	255	255	255	147	10	205	59	96	255	255	235	31	81	255	59	96	255	255	136	2	201	255	59	96	255	228	13	103	254	255	59	96	255	111	16	218	255	255	59	96	255	0	26	75	75	75	17	28	75	0	0	0	0	0	0	0	0	211	211	211	211	211	49	79	211	255	255	255	255	255	59	96	255	255	255	255	255	255	59	96	255	255	255	255	255	255	59	96	255	
255	255	255	255	112	0	232	255	255	255	255	222	23	3	232	255	255	255	255	120	103	31	232	255	255	255	233	23	201	31	232	255	255	255	138	100	255	31	232	255	255	246	49	209	255	31	232	255	255	131	64	255	255	31	232	255	243	51	215	255	255	31	232	255	159	71	255	255	255	31	232	255	36	155	224	224	224	27	203	224	0	0	0	0	0	0	0	0	179	179	179	179	179	21	163	179	255	255	255	255	255	31	232	255	255	255	255	255	255	31	232	255	255	255	242	151	151	18	137	151	255	255	224	0	0	0	0	0	
255	255	255	255	227	21	217	255	255	255	255	254	127	0	217	255	255	255	255	235	94	0	217	255	255	255	255	146	181	0	217	255	255	255	244	113	232	0	217	255	255	255	128	219	233	0	217	255	255	247	103	254	233	0	217	255	255	153	204	255	233	0	217	255	241	107	253	255	233	0	217	255	150	205	255	255	233	0	217	255	40	99	99	99	90	0	84	99	207	207	207	207	189	0	176	207	255	255	255	255	233	0	217	255	255	255	255	255	233	0	217	255	255	255	255	255	218	0	217	255	255	255	255	164	63	0	64	187	
255	255	255	255	250	43	141	255	255	255	255	255	163	0	141	255	255	255	255	251	82	0	141	255	255	255	255	148	179	0	141	255	255	255	236	121	231	0	141	255	255	255	141	198	233	0	141	255	255	238	97	249	233	0	141	255	255	137	193	255	233	0	141	255	232	83	255	255	233	0	141	255	117	210	255	255	233	0	141	255	14	35	35	35	32	0	19	35	77	77	77	77	71	0	43	77	255	255	255	255	233	0	141	255	255	255	255	255	233	0	141	255	255	255	255	255	233	0	141	255	255	255	255	255	233	0	141	255	
255	255	255	254	212	9	116	254	255	255	255	254	64	0	116	254	255	255	255	195	28	10	116	254	255	255	246	42	147	23	116	254	255	254	175	37	240	23	116	254	255	236	27	182	254	24	116	254	254	120	52	248	254	24	116	254	224	24	207	254	254	24	116	254	88	92	254	255	254	24	116	254	9	182	213	213	212	20	97	212	0	0	0	0	0	0	0	0	93	93	93	93	93	8	42	93	255	255	255	255	254	24	116	254	255	255	255	255	254	24	116	254	255	255	255	255	254	24	116	254	255	255	255	255	254	24	116	254	
255	119	0	0	0	0	0	152	255	55	9	27	27	27	27	163	254	44	87	255	255	255	255	255	228	3	154	255	255	255	255	255	220	0	160	255	255	255	255	255	153	0	182	112	88	148	239	255	142	0	42	0	0	0	82	251	85	2	69	195	195	69	0	166	237	176	250	255	255	243	32	63	255	255	255	255	255	255	124	0	255	255	255	255	255	255	135	0	104	184	255	255	255	255	121	0	32	63	253	255	255	246	31	70	126	0	142	255	255	142	0	173	233	34	1	27	27	1	91	251	255	223	71	0	0	99	242	255	
167	0	0	0	0	0	0	167	167	55	159	159	159	159	159	222	167	87	255	255	255	255	255	255	167	87	255	255	255	255	255	255	167	87	255	255	255	255	255	255	167	87	254	233	232	247	255	255	167	34	96	9	6	67	190	255	167	1	95	173	169	41	31	231	235	199	253	255	255	235	67	105	255	255	255	255	255	255	187	56	255	255	255	255	255	255	247	8	255	255	255	255	255	255	247	8	255	255	255	255	255	255	195	59	208	252	255	255	255	229	82	146	17	44	156	159	156	31	38	236	189	115	39	0	3	115	234	255	
254	17	0	0	0	0	0	106	254	144	207	207	207	207	207	239	254	173	255	255	255	255	255	255	250	176	255	255	255	255	255	255	177	235	255	255	255	255	255	255	173	238	244	166	155	192	251	255	173	180	48	143	155	54	121	254	172	46	224	255	255	224	29	155	222	212	255	255	255	255	84	73	255	255	255	255	255	255	156	0	255	255	255	255	255	255	156	0	86	140	255	255	255	255	156	0	0	67	255	255	255	255	139	55	35	139	255	255	255	253	64	122	155	143	255	255	255	163	28	222	254	194	152	155	141	99	225	255	
255	255	223	12	0	0	0	55	255	255	123	12	12	12	12	160	255	213	81	243	243	243	243	251	254	111	169	253	255	255	255	255	238	17	10	88	196	255	255	255	148	12	1	0	6	101	251	255	247	243	164	98	7	1	121	254	255	255	255	255	153	2	10	222	255	255	255	255	253	123	0	122	255	255	255	255	255	239	26	90	255	255	255	255	255	255	67	90	255	255	255	255	255	255	67	122	255	255	255	255	255	250	65	222	243	250	255	255	253	157	121	254	12	65	196	207	105	98	251	255	137	6	0	52	150	245	255	255	
142	0	0	0	0	0	0	0	142	0	54	67	67	67	67	67	142	0	204	255	255	255	255	255	142	0	204	255	255	255	255	255	142	0	204	255	255	255	255	255	142	0	184	230	230	249	255	255	142	0	0	0	0	51	182	255	146	59	90	90	42	2	9	201	251	251	255	255	249	150	0	97	255	255	255	255	255	251	60	4	255	255	255	255	255	255	88	0	255	255	255	255	255	255	88	0	245	255	255	255	255	248	27	61	53	199	250	255	240	111	0	157	0	0	54	67	27	0	56	243	158	84	0	0	3	107	248	255	
255	254	126	13	0	57	218	255	255	147	0	15	27	3	28	238	229	10	50	223	255	112	0	167	140	2	216	255	255	248	46	81	75	63	254	255	255	255	224	224	53	97	255	211	179	223	255	255	0	146	110	11	0	17	165	255	0	61	5	84	96	19	8	200	0	19	193	253	255	218	19	102	0	109	255	255	255	255	109	10	0	147	255	255	255	255	147	0	70	135	255	255	255	255	147	0	105	46	248	255	255	254	82	62	194	0	101	244	255	161	2	122	251	80	0	23	27	3	28	230	255	237	125	13	0	57	218	255	
255	255	248	206	97	0	0	0	255	255	121	0	46	144	167	167	255	171	5	135	246	255	255	255	250	61	92	251	255	255	255	255	176	39	239	255	255	255	255	255	118	87	255	255	255	255	255	255	59	184	255	178	167	203	255	255	1	203	77	16	14	15	119	250	0	40	93	228	241	152	8	167	0	63	246	255	255	255	126	70	0	220	255	255	255	255	220	0	80	202	255	255	255	255	238	1	100	106	255	255	255	255	192	11	190	27	220	255	255	249	83	108	254	111	32	152	167	73	5	200	255	247	158	14	0	46	196	254	
255	255	188	148	155	71	135	253	255	214	127	253	255	167	4	215	250	65	244	255	255	182	3	182	182	89	255	255	255	253	210	253	118	102	255	255	255	255	255	255	83	167	255	247	243	247	255	255	4	165	171	73	58	43	171	253	0	124	111	238	253	169	11	212	0	59	248	255	255	254	84	91	0	152	255	255	255	255	152	16	0	167	255	255	255	255	167	0	71	163	255	255	255	255	167	0	102	91	255	255	255	255	167	53	198	25	244	255	255	255	102	118	251	71	107	253	255	235	57	217	255	238	135	120	152	103	220	255	
255	255	255	255	190	87	84	189	255	255	252	112	32	211	255	255	255	255	150	11	197	255	255	255	255	188	7	152	255	255	255	255	250	50	21	240	255	255	255	255	197	0	113	249	219	228	255	255	103	0	140	58	6	14	147	254	69	4	96	223	223	32	4	180	0	27	255	255	255	183	1	79	0	98	255	255	255	253	41	2	0	100	255	255	255	255	100	0	25	100	255	255	255	255	100	0	94	31	255	255	255	255	100	85	190	7	210	255	255	254	43	189	253	127	65	234	247	133	57	248	255	250	110	25	43	110	233	255	
255	255	241	119	11	0	32	255	255	242	46	0	41	67	39	255	255	95	8	170	245	255	242	255	224	4	132	255	255	255	255	255	134	6	229	255	255	255	255	255	66	48	255	232	230	244	255	255	40	73	96	6	0	39	164	255	0	0	21	90	82	6	3	193	0	73	242	255	254	214	15	89	0	114	255	255	255	255	89	4	0	114	255	255	255	255	114	0	58	79	255	255	255	255	114	0	97	25	238	255	255	252	53	56	190	0	88	246	252	172	0	125	255	87	0	43	61	0	40	239	255	238	117	8	0	81	238	255	
0	0	0	0	0	0	0	0	27	27	27	27	27	27	14	8	255	255	255	255	255	246	59	156	255	255	255	255	255	122	39	243	255	255	255	255	250	24	153	255	255	255	255	255	138	13	236	255	255	255	255	249	39	96	255	255	255	255	255	190	0	196	255	255	255	255	255	96	42	250	255	255	255	255	248	36	103	255	255	255	255	255	216	0	170	255	255	255	255	255	168	0	218	255	255	255	255	255	107	30	248	255	255	255	255	255	94	36	255	255	255	255	255	255	28	102	255	255	255	255	255	255	21	110	255	255	255	255	
0	0	0	0	0	0	0	0	4	146	151	151	151	151	137	14	8	247	255	255	255	255	167	87	65	248	255	255	255	255	111	143	255	255	255	255	255	248	28	191	255	255	255	255	255	218	41	249	255	255	255	255	255	135	89	255	255	255	255	255	254	83	160	255	255	255	255	255	240	16	209	255	255	255	255	255	169	17	248	255	255	255	255	255	116	101	255	255	255	255	255	253	69	167	255	255	255	255	255	223	11	228	255	255	255	255	255	167	36	249	255	255	255	255	254	95	120	255	255	255	255	255	247	15	167	255	255	255	
122	0	0	0	0	0	0	17	90	93	207	207	207	207	122	122	90	237	255	255	255	250	84	222	90	255	255	255	255	198	133	255	246	255	255	255	255	104	228	255	255	255	255	255	224	105	255	255	255	255	255	255	121	198	255	255	255	255	255	239	51	245	255	255	255	255	255	156	85	255	255	255	255	255	255	85	156	255	255	255	255	255	245	26	214	255	255	255	255	255	203	0	214	255	255	255	255	255	144	0	214	255	255	255	255	255	106	0	214	255	255	255	255	255	106	0	214	255	255	255	255	255	144	15	230	255	255	255	
241	21	0	0	0	0	0	0	203	1	12	12	12	12	5	31	115	144	243	243	243	243	62	95	132	255	255	255	255	240	23	187	251	255	255	255	255	203	10	237	255	255	255	255	255	108	59	255	255	255	255	255	250	45	151	255	255	255	255	255	229	1	219	255	255	255	255	255	146	36	253	255	255	255	255	254	78	103	255	255	255	255	255	249	9	195	255	255	255	255	255	184	18	244	255	255	255	255	255	101	68	255	255	255	255	255	255	36	159	255	255	255	255	255	221	12	219	255	255	255	255	255	129	35	251	255	255	255	
0	0	0	0	0	0	0	0	41	41	41	41	41	41	16	0	255	255	255	255	255	251	41	30	255	255	255	255	255	196	0	121	255	255	255	255	255	110	5	216	255	255	255	255	246	21	56	255	255	255	255	255	175	0	149	255	255	255	255	254	86	12	233	255	255	255	255	234	4	76	255	255	255	255	255	147	0	173	255	255	255	255	253	55	21	244	255	255	255	255	185	0	101	255	255	255	255	255	85	0	201	255	255	255	255	236	14	40	254	255	255	255	255	157	0	133	255	255	255	255	255	60	6	223	255	255	255	255	
255	242	99	0	0	99	242	255	251	91	1	27	27	1	91	251	200	0	91	255	255	91	0	200	152	0	228	255	255	228	0	152	157	0	228	255	255	228	0	157	233	13	91	255	255	91	13	233	255	162	4	27	27	4	162	255	253	121	5	11	11	5	121	253	164	1	121	244	244	121	1	164	41	54	252	255	255	252	54	70	0	135	255	255	255	255	135	0	0	135	255	255	255	255	135	0	32	63	253	255	255	253	63	32	126	0	142	255	255	142	0	126	233	34	1	27	27	1	34	233	255	223	71	0	0	71	223	255	
255	206	88	0	0	88	206	255	236	41	73	167	167	55	41	236	144	52	249	255	255	220	23	144	90	146	255	255	255	255	146	90	90	156	255	255	255	255	156	90	108	98	255	255	255	249	83	108	200	20	174	255	255	133	5	200	254	118	6	30	30	6	118	254	208	16	50	143	143	50	16	208	118	63	246	255	255	246	63	118	20	220	255	255	255	255	220	20	1	238	255	255	255	255	238	1	11	228	255	255	255	255	228	11	108	122	249	255	255	249	83	108	200	33	73	167	167	73	5	200	255	206	88	0	0	88	196	254	
255	220	88	152	155	102	171	253	244	25	183	255	255	235	39	178	122	56	251	255	255	255	136	38	87	87	255	255	255	255	167	0	102	37	235	255	255	255	167	16	198	3	71	248	255	254	99	122	251	86	1	72	220	183	78	248	255	246	45	7	16	56	231	255	253	109	147	212	68	0	107	253	151	40	250	255	238	106	1	151	71	102	255	255	255	248	56	34	0	167	255	255	255	255	152	0	0	167	255	255	255	255	167	0	75	136	255	255	255	255	136	75	213	57	235	255	255	235	57	213	255	220	103	152	152	100	186	255	
255	222	88	46	46	78	194	255	219	22	90	249	249	90	22	219	119	0	228	255	255	228	0	119	90	0	221	255	255	230	0	90	90	0	116	255	255	202	0	147	176	2	23	225	250	88	72	247	254	113	0	32	91	53	238	255	255	250	89	0	11	197	255	255	255	245	92	42	0	29	187	254	234	47	131	236	48	0	15	234	135	6	232	255	225	32	0	93	30	67	255	255	255	202	0	0	0	67	255	255	255	252	60	0	67	18	235	255	255	254	66	67	213	22	90	249	249	161	27	213	255	194	40	46	46	78	194	255	
255	221	95	0	0	60	210	255	241	43	22	139	139	22	15	224	130	6	214	255	255	193	6	130	69	33	255	255	255	255	33	69	69	18	239	255	255	255	33	78	130	0	130	250	255	221	6	144	241	43	0	78	194	76	43	241	255	180	13	4	0	10	204	255	222	11	148	201	89	0	40	238	100	20	241	255	251	139	0	100	6	94	255	255	255	251	70	6	0	101	255	255	255	255	101	0	8	69	255	255	255	255	92	32	98	6	193	255	255	234	19	104	206	15	22	139	156	46	43	241	255	210	60	0	0	95	221	255	
255	223	71	0	0	128	242	255	233	34	1	27	27	1	91	251	126	0	116	255	255	142	0	200	32	31	246	255	255	253	63	109	0	121	255	255	255	255	135	72	0	135	255	255	255	255	135	0	10	91	255	255	255	255	91	0	81	12	204	255	255	204	12	0	201	10	11	96	96	16	63	0	255	153	17	0	15	128	135	0	255	255	229	179	222	255	106	27	224	220	255	255	255	251	43	78	84	31	246	255	255	228	0	145	173	0	142	255	234	87	13	233	241	34	1	27	19	2	130	255	255	202	63	0	25	138	255	255	
255	206	88	0	14	122	236	255	236	41	73	167	152	32	45	254	108	83	249	255	255	220	27	190	11	228	255	255	255	255	146	100	1	238	255	255	255	255	202	80	0	220	255	255	255	255	238	1	70	126	255	255	255	255	143	0	167	8	152	241	228	132	48	0	250	119	15	14	16	41	203	11	255	255	203	167	178	255	184	91	255	255	255	255	255	255	126	118	255	255	255	255	255	244	39	176	255	255	255	255	255	172	25	249	255	255	255	246	184	23	171	255	167	167	167	61	0	121	255	255	0	0	0	97	164	248	255	255	
255	220	103	152	155	168	238	255	217	30	232	255	255	198	78	251	118	84	254	255	255	254	87	198	53	152	255	255	255	255	152	102	0	167	255	255	255	255	167	71	0	167	255	255	255	255	167	0	0	152	255	255	255	255	118	0	75	56	251	255	255	244	26	0	178	4	168	253	238	125	126	0	253	171	43	58	73	186	163	34	255	255	247	243	247	255	91	87	255	255	255	255	255	254	84	118	253	210	253	255	255	247	16	215	182	3	182	255	255	178	78	253	182	1	167	255	235	61	213	255	253	135	71	155	137	220	255	255	
255	233	116	53	25	110	250	255	248	57	137	255	234	65	127	253	168	43	254	255	255	210	7	190	75	100	255	255	255	255	23	94	0	100	255	255	255	255	76	56	0	100	255	255	255	255	100	0	2	41	255	255	255	255	100	0	79	9	203	255	255	255	54	0	180	4	32	223	223	133	4	69	254	147	14	6	58	140	0	103	255	255	228	219	249	120	0	197	255	255	255	255	255	57	50	250	255	255	255	255	157	10	188	255	255	255	255	240	25	150	255	255	255	255	225	69	147	252	255	255	189	116	105	190	255	255	255	255	
255	238	81	0	8	117	238	255	239	40	0	61	43	0	87	255	125	0	147	252	246	113	0	190	56	53	252	255	255	238	25	97	0	114	255	255	255	255	79	58	0	114	255	255	255	255	114	0	4	89	255	255	255	255	114	0	89	15	214	254	255	242	73	0	193	3	6	82	90	21	0	0	255	164	39	0	6	96	91	40	255	255	244	230	232	255	55	66	255	255	255	255	255	229	6	134	255	255	255	255	255	132	4	224	255	242	255	251	170	8	95	255	255	39	67	59	0	46	242	255	255	9	0	11	119	241	255	255	
